1.562759999999999982e-01,2.217000000000000220e-03,3.993899999999999534e-02,8.636659999999999338e-01,1.388043000000000138e+00,1.106649200000000022e+01,1.098680000000000073e-01,4.952010000000000023e-01,1.000000000000000000e+00
2.224469999999999781e-01,3.913019999999999832e-01,3.585239999999999538e-01,2.975459999999999772e-01,1.881148299999999907e+01,8.409336100000000158e+01,2.573000000000000287e-02,5.027430000000000510e-01,0.000000000000000000e+00
3.536590000000000011e-01,2.264900000000000246e-02,2.331679999999999864e-01,8.838780000000000525e-01,-2.293899999999999759e-02,-4.585939999999999461e-01,3.054999999999999990e-03,5.129120000000000346e-01,0.000000000000000000e+00
3.804599999999999649e-02,6.481000000000000649e-03,9.192899999999999683e-02,1.658670000000000144e-01,6.325801000000000229e+00,1.076751790000000000e+02,1.963140000000000163e-01,5.016639999999999988e-01,1.000000000000000000e+00
3.560000000000000230e-03,8.023000000000000617e-03,8.728199999999999847e-02,3.048899999999999874e-02,-4.615999999999999444e-03,1.689579999999999971e-01,8.771680000000000588e-01,5.117869999999999919e-01,0.000000000000000000e+00
1.125600000000000038e-02,3.606000000000000264e-03,4.718560000000000532e-01,3.677790000000000226e-01,3.341100000000000320e-02,1.611898999999999971e+00,4.815020000000000411e-01,5.191680000000000739e-01,0.000000000000000000e+00
1.960299999999999890e-02,6.754999999999999720e-03,4.770989999999999953e-01,8.299780000000001046e-01,-1.026200000000000029e-02,-2.062989999999999824e-01,3.354280000000000039e-01,4.924459999999999948e-01,0.000000000000000000e+00
1.310699999999999886e-02,2.726999999999999910e-02,5.225600000000000245e-01,6.485940000000000039e-01,3.592508999999999730e+00,3.464589229999999702e+02,1.548170000000000102e-01,4.975600000000000578e-01,1.000000000000000000e+00
3.090799999999999798e-02,2.435000000000000098e-03,4.397520000000000318e-01,3.398229999999999862e-01,-5.494400000000000672e-02,-2.057214000000000098e+00,2.509520000000000084e-01,4.828840000000000354e-01,0.000000000000000000e+00
1.929669999999999996e-01,4.889899999999999802e-02,1.316687000000000163e+00,8.459459999999998647e-01,1.818000000000000171e-02,-1.830315000000000136e+00,1.465960000000000041e-01,4.975249999999999950e-01,0.000000000000000000e+00
1.107000000000000128e-03,7.060999999999999568e-03,2.877499999999999850e-02,4.900539999999999896e-01,6.297553999999999874e+00,2.179607089999999801e+02,9.557299999999999685e-01,5.004990000000000272e-01,1.000000000000000000e+00
2.851700000000000068e-02,1.583700000000000038e-02,3.522000000000000131e-02,7.322049999999999947e-01,2.699000000000000010e-03,1.461999999999999975e-03,5.576090000000000213e-01,4.873069999999999902e-01,0.000000000000000000e+00
1.110460000000000058e-01,1.089882999999999935e+00,1.611534000000000022e+00,5.574590000000000378e-01,9.342940000000000689e-01,-1.095082100000000125e+01,3.340500000000000413e-02,4.986100000000000532e-01,0.000000000000000000e+00
7.799999999999999859e-04,2.180000000000000080e-03,6.944470000000000365e-01,1.290619999999999823e-01,1.256483999999999934e+00,5.166935300000000097e+01,9.805679999999999952e-01,4.960920000000000329e-01,1.000000000000000000e+00
3.610700000000000021e-02,4.481999999999999873e-03,5.610910000000000064e-01,4.783720000000000194e-01,1.065670000000000089e-01,1.727497999999999978e+00,9.563800000000000079e-02,5.073320000000000052e-01,0.000000000000000000e+00
3.044499999999999984e-02,1.052580999999999989e+01,2.458493599999999901e+01,2.905900000000000150e-01,4.414274999999999949e+01,1.306432800000000043e+02,9.038519999999999888e-01,5.220219999999999860e-01,0.000000000000000000e+00
6.838739999999999819e-01,8.290930000000000799e-01,1.803460000000000063e-01,9.364520000000000621e-01,1.087998999999999938e+00,-9.349695000000000533e+00,1.509499999999999904e-02,4.866829999999999767e-01,0.000000000000000000e+00
9.026599999999999902e-02,1.178400000000000107e-02,5.445999999999999730e-01,7.396989999999999954e-01,5.432700000000000029e-02,1.015753000000000128e+00,3.751200000000000367e-02,5.008420000000000094e-01,1.000000000000000000e+00
6.013899999999999801e-02,5.193999999999999832e-03,1.042175999999999991e+00,6.042810000000000681e-01,-1.987700000000000231e-02,-6.143619999999999637e-01,6.960900000000000420e-02,5.160249999999999559e-01,0.000000000000000000e+00
4.330000000000000081e-04,1.256499999999999978e-02,1.030516999999999905e+00,6.497460000000000457e-01,-1.139039999999999914e-01,-2.436717999999999940e+00,9.916909999999999892e-01,5.002579999999999805e-01,0.000000000000000000e+00
3.853789999999999716e-01,4.039371500000000026e+01,1.639762699999999995e+01,7.968390000000000750e-01,-1.109152979999999928e+02,-6.814129639999999881e+02,5.877390000000000114e-01,5.162649999999999739e-01,0.000000000000000000e+00
1.275999999999999877e-02,7.157999999999999433e-03,1.746719999999999939e-01,1.442539999999999933e-01,8.611599999999999810e-02,2.573577999999999921e+00,1.343390000000000140e-01,4.799930000000000030e-01,0.000000000000000000e+00
5.344999999999999925e-03,1.340299999999999998e-02,1.848799999999999888e-01,2.844969999999999999e-01,6.500005000000000699e+00,1.938445429999999874e+02,7.923080000000000123e-01,4.979640000000000177e-01,1.000000000000000000e+00
1.586430000000000062e-01,1.735349999999999948e-01,4.306700000000000111e-02,4.171839999999999993e-01,7.247230000000000061e-01,3.803764000000000145e+00,3.386000000000000121e-03,4.791470000000000451e-01,0.000000000000000000e+00
4.502043000000000461e+00,9.342433999999999017e+00,6.184629999999999850e-01,5.735239999999999227e-01,9.455585500000000820e+01,1.846389920000000018e+02,6.761040000000000383e-01,4.780119999999999925e-01,0.000000000000000000e+00
8.640199999999999270e-02,7.179800000000000071e-02,1.208500000000000026e-02,1.451569999999999805e-01,9.465469999999999162e-01,3.703686000000000256e+00,1.239690000000000097e-01,4.981760000000000077e-01,1.000000000000000000e+00
6.673999999999999377e-03,2.239225599999999972e+01,3.356580000000000119e+00,4.322989999999999888e-01,-1.400354800000000033e+01,-1.060657958999999892e+03,9.108569999999999167e-01,5.198040000000000438e-01,0.000000000000000000e+00
1.422420000000000073e-01,1.306800000000000149e-02,8.189480000000000093e-01,9.292239999999999389e-01,-8.321499999999999730e-02,-3.360579999999999679e-01,3.562929999999999708e-01,4.744979999999999754e-01,0.000000000000000000e+00
2.419799999999999729e-02,1.202499999999999923e-02,1.438945000000000141e+00,2.953489999999999727e-01,5.256699999999999706e-01,2.767910600000000088e+01,2.899100000000000010e-01,4.944540000000000046e-01,1.000000000000000000e+00
7.983000000000000512e-03,1.388899999999999857e-02,4.966289999999999871e-01,1.988849999999999785e-01,3.849193000000000087e+00,3.044217529999999670e+02,2.155260000000000231e-01,4.971930000000000516e-01,1.000000000000000000e+00
2.453000000000000319e-03,4.568399999999999544e-02,5.632460000000000244e-01,9.471009999999999707e-01,3.305120999999999754e+00,1.995613859999999988e+02,5.949330000000000451e-01,5.003389999999999782e-01,1.000000000000000000e+00
6.129999999999999382e-04,3.746999999999999897e-03,4.729220000000000090e-01,3.330349999999999699e-01,6.018799999999999845e-02,1.101239999999999997e+00,9.940829999999999389e-01,5.024079999999999657e-01,0.000000000000000000e+00
4.168800000000000283e-02,1.233899999999999927e-02,1.959610999999999992e+00,4.926010000000000111e-01,-2.099940000000000140e-01,-1.479166999999999899e+00,7.777659999999999574e-01,4.868189999999999462e-01,0.000000000000000000e+00
7.050000000000000060e-04,5.359000000000000048e-03,3.162800000000000056e-01,1.576309999999999933e-01,2.836838999999999889e+00,3.215610049999999660e+02,8.738559999999999661e-01,4.954270000000000618e-01,1.000000000000000000e+00
1.319079999999999975e-01,1.094899999999999866e-02,4.324000000000000066e-02,4.401079999999999992e-01,1.671297099999999958e+01,7.999336999999999875e+01,4.797909999999999675e-01,4.971450000000000036e-01,1.000000000000000000e+00
2.390756000000000103e+00,1.927891000000000021e+00,2.206313900000000316e+01,7.006329999999999503e-01,-5.471371500000000054e+01,-8.056741300000000194e+01,7.223999999999999519e-03,5.207079999999999487e-01,0.000000000000000000e+00
1.244599999999999873e-02,2.302999999999999926e-03,8.488729999999999887e-01,6.299919999999999964e-01,4.784200000000000258e-02,1.512452000000000130e+00,5.044890000000000763e-01,5.222529999999999673e-01,0.000000000000000000e+00
