,0
0,0.7980738362760835
1,0.8038523274478332
2,0.8044943820224719
3,0.7974317817014447
4,0.7943820224719101
5,0.7887640449438202
6,0.7871589085072233
7,0.7834670947030498
8,0.7773675762439808
9,0.7691813804173354
10,0.7613162118780096
11,0.7502407704654895
12,0.748314606741573
13,0.7462279293739968
14,0.7443017656500803
15,0.7390048154093098
16,0.7293739967897271
17,0.7227929373996789
18,0.7152487961476726
19,0.7040128410914926
20,0.7009630818619583
21,0.6922953451043338
22,0.6833065810593901
23,0.6757624398073837
24,0.6735152487961478
25,0.6667736757624398
26,0.6643659711075441
27,0.6605136436597111
28,0.6544141252006421
29,0.6491171749598715
30,0.648314606741573
31,0.6418940609951844
32,0.641573033707865
33,0.6414125200642055
34,0.6428571428571428
35,0.6470304975922953
36,0.6441412520064205
37,0.6495987158908505
38,0.657784911717496
39,0.6614767255216694
40,0.6619582664526485
41,0.6658105939004817
42,0.6666131621187802
43,0.6696629213483147
44,0.6736757624398074
45,0.6796147672552167
46,0.6860353130016053
47,0.6906902086677368
48,0.6979133226324237
49,0.7004815409309791
50,0.704975922953451
51,0.7088282504012842
52,0.7115569823434992
53,0.7184590690208668
54,0.717174959871589
55,0.7226324237560194
56,0.7208667736757625
57,0.725040128410915
58,0.7316211878009631
59,0.7321027287319424
60,0.7415730337078652
61,0.7476725521669342
62,0.7524879614767255
63,0.7561797752808987
64,0.7606741573033707
65,0.7627608346709471
66,0.7711075441412518
67,0.7756019261637239
68,0.7744783306581058
69,0.7778491171749599
70,0.7853932584269663
71,0.7924558587479937
72,0.8008025682182986
73,0.8115569823434993
74,0.8165329052969502
75,0.8170144462279293
76,0.8170144462279293
77,0.8210272873194221
78,0.8256821829855537
79,0.8239165329052969
80,0.8280898876404493
81,0.8303370786516853
82,0.8287319422150882
83,0.8304975922953451
84,0.8335473515248796
85,0.8359550561797753
86,0.8340288924558587
87,0.8322632423756018
88,0.8354735152487961
89,0.8364365971107544
90,0.8412520064205457
91,0.8444622792937401
92,0.8481540930979133
93,0.8459069020866773
94,0.8473515248796148
95,0.8492776886035314
96,0.8563402889245586
97,0.8651685393258427
98,0.8757624398073836
99,0.8834670947030497
100,0.88876404494382
101,0.8913322632423756
102,0.8935794542536114
103,0.8953451043338683
104,0.8942215088282504
105,0.892134831460674
106,0.8894060995184588
107,0.8863563402889245
108,0.8863563402889245
109,0.885553772070626
110,0.8815409309791332
111,0.8818619582664525
112,0.8780096308186196
113,0.8675762439807384
114,0.8653290529695025
115,0.8587479935794544
116,0.8556982343499199
117,0.8548956661316213
118,0.8452648475120385
119,0.8314606741573033
120,0.8287319422150882
121,0.8218298555377207
122,0.8091492776886036
123,0.8067415730337077
124,0.8062600321027288
125,0.7815409309791332
126,0.7486356340288925
127,0.7260032102728733
128,0.6971107544141251
129,0.6650080256821831
130,0.6008025682182985
131,0.5452648475120385
132,0.5089887640449438
133,0.5080256821829856
134,0.5240770465489567
135,0.5454253611556983
136,0.5531300160513645
137,0.580417335473515
138,0.5906902086677367
139,0.5831460674157303
140,0.5799357945425361
141,0.5906902086677368
142,0.6117174959871591
143,0.6150882825040129
144,0.628892455858748
145,0.6436597110754414
146,0.6611556982343499
147,0.6788121990369183
148,0.6895666131621188
149,0.7073836276083467
150,0.7332263242375603
151,0.7502407704654895
152,0.7539325842696629
153,0.756019261637239
154,0.7672552166934189
155,0.7759229534510433
156,0.7898876404494384
157,0.799518459069021
158,0.8123595505617978
159,0.8256821829855536
160,0.8359550561797752
161,0.8423756019261637
162,0.8487961476725521
163,0.8569823434991974
164,0.8642054574638844
165,0.8661316211878011
166,0.8686998394863564
167,0.869502407704655
168,0.8624398073836277
169,0.8548956661316213
170,0.8502407704654895
171,0.8515248796147674
172,0.8426966292134831
173,0.8349919743178169
174,0.8333868378812199
175,0.8247191011235955
176,0.8157303370786517
177,0.815569823434992
178,0.8139646869983947
179,0.8052969502407704
180,0.7959871589085074
181,0.7813804173354734
182,0.7711075441412518
183,0.7611556982343499
184,0.7532905296950241
185,0.7475120385232744
186,0.7415730337078652
187,0.7321027287319423
188,0.725040128410915
189,0.7255216693418941
190,0.7253611556982343
191,0.729373996789727
192,0.736115569823435
193,0.7346709470304976
194,0.7284109149277689
195,0.7280898876404495
196,0.7059390048154093
197,0.6800963081861958
198,0.71107544141252
199,0.7362760834670948
200,0.7595505617977528
201,0.7794542536115571
202,0.7815409309791332
203,0.7873194221508829
204,0.7882825040128412
205,0.7913322632423757
206,0.8019261637239167
207,0.8136436597110753
208,0.8284109149277687
209,0.8341894060995184
210,0.8398073836276083
211,0.8412520064205458
212,0.8420545746388443
213,0.8422150882825039
214,0.8648475120385233
215,0.8728731942215089
216,0.897752808988764
217,0.9012841091492776
218,0.9086677367576244
219,0.9136436597110755
220,0.9003210272873192
221,0.8947030497592294
222,0.8823434991974318
223,0.8850722311396468
224,0.8780096308186196
225,0.852808988764045
226,0.852808988764045
227,0.8544141252006421
228,0.830497592295345
229,0.8202247191011236
230,0.8054574638844302
231,0.7937399678972713
232,0.7881219903691815
233,0.7871589085072233
234,0.7807383627608347
235,0.7531300160513644
236,0.7252006420545746
237,0.7243980738362762
238,0.7282504012841091
239,0.7443017656500803
240,0.7523274478330658
241,0.7556982343499197
242,0.7638844301765649
243,0.7792937399678972
244,0.7834670947030498
245,0.7812199036918136
246,0.7903691813804173
247,0.8073836276083468
248,0.8006420545746389
249,0.8105939004815409
250,0.8093097913322632
251,0.8200642054574638
252,0.8221508828250401
253,0.8229534510433387
254,0.822792937399679
255,0.8216693418940609
256,0.8282504012841091
257,0.8383627608346708
258,0.8455858747993578
259,0.8545746388443018
260,0.8581059390048155
261,0.873354735152488
262,0.8868378812199036
263,0.8808988764044944
264,0.8688603531300161
265,0.8597110754414127
266,0.8317817014446227
267,0.808346709470305
268,0.7861958266452649
269,0.7646869983948635
270,0.7412520064205458
271,0.7202247191011235
272,0.7128410914927769
273,0.7182985553772072
274,0.7250401284109149
275,0.7412520064205458
276,0.7512038523274478
277,0.7858747993579455
278,0.8243980738362761
279,0.8576243980738363
280,0.8826645264847511
281,0.8919743178170143
282,0.8934189406099516
283,0.897110754414125
284,0.9041733547351524
285,0.9035313001605134
286,0.9094703049759231
287,0.9064205457463886
288,0.9097913322632425
289,0.9059390048154092
290,0.8975922953451042
291,0.8963081861958264
292,0.8898876404494381
293,0.8767255216693419
294,0.8613162118780098
295,0.8707865168539326
296,0.8722311396468699
297,0.8730337078651687
298,0.8651685393258427
299,0.8529695024077046
300,0.8393258426966291
301,0.8317817014446227
302,0.8287319422150882
303,0.8292134831460672
304,0.8292134831460672
305,0.8168539325842696
306,0.8
307,0.7902086677367578
308,0.7739967897271267
309,0.768860353130016
310,0.7624398073836275
311,0.7573033707865167
312,0.7364365971107545
313,0.7197431781701443
314,0.7158908507223113
315,0.7067415730337077
316,0.7041733547351524
317,0.7073836276083467
318,0.6979133226324238
319,0.6921348314606741
320,0.6831460674157304
321,0.6680577849117176
322,0.6810593900481541
323,0.6768860353130017
324,0.6749598715890852
325,0.6897271268057785
326,0.6956661316211877
327,0.6974317817014447
328,0.692776886035313
329,0.6988764044943819
330,0.7017656500802567
331,0.7118780096308185
332,0.7158908507223112
333,0.726163723916533
334,0.7332263242375602
335,0.7418940609951846
336,0.7426966292134831
337,0.7504012841091493
338,0.7584269662921348
339,0.7685393258426966
340,0.7731942215088281
341,0.7802568218298557
342,0.7833065810593901
343,0.7849117174959873
344,0.7906902086677369
345,0.7967897271268058
346,0.8008025682182986
347,0.8024077046548956
348,0.8094703049759229
349,0.8102728731942215
350,0.8105939004815408
351,0.8146067415730336
352,0.81107544141252
353,0.8099518459069022
354,0.8150882825040128
355,0.8152487961476726
356,0.8179775280898877
357,0.8174959871589085
358,0.815569823434992
359,0.8121990369181381
360,0.8134831460674157
361,0.8102728731942215
362,0.8069020866773676
363,0.8157303370786517
364,0.8069020866773676
365,0.802247191011236
366,0.8049759229534511
367,0.8144462279293739
368,0.8179775280898877
369,0.8240770465489566
370,0.8199036918138042
371,0.8158908507223114
372,0.8166934189406099
373,0.8160513643659711
374,0.8112359550561798
375,0.8064205457463883
376,0.798394863563403
377,0.7927768860353132
378,0.7879614767255219
379,0.7842696629213483
380,0.7767255216693418
381,0.7714285714285714
382,0.7675762439807383
383,0.7640449438202245
384,0.7537720706260032
385,0.7487961476725521
386,0.7492776886035314
387,0.7491171749598716
388,0.7463884430176565
389,0.7449438202247192
390,0.7332263242375603
391,0.7163723916532905
392,0.7179775280898878
393,0.7036918138041732
394,0.7011235955056178
395,0.7017656500802568
396,0.6963081861958266
397,0.7134831460674157
398,0.7112359550561798
399,0.7003210272873193
400,0.6874799357945426
401,0.6902086677367577
402,0.6959871589085072
403,0.7025682182985553
404,0.6951845906902087
405,0.6971107544141252
406,0.6955056179775281
407,0.6975922953451043
408,0.7025682182985553
409,0.7064205457463884
410,0.7097913322632423
411,0.7065810593900481
412,0.7089887640449437
413,0.7075441412520063
414,0.7187800963081862
415,0.7296950240770466
416,0.7309791332263244
417,0.7414125200642055
418,0.7353130016051365
419,0.7378812199036919
420,0.7407704654895667
421,0.7454253611556982
422,0.7467094703049759
423,0.7484751203852328
424,0.7526484751203852
425,0.7573033707865168
426,0.7581059390048154
427,0.7609951845906902
428,0.7576243980738362
429,0.7576243980738363
430,0.7563402889245584
431,0.7605136436597111
432,0.7638844301765649
433,0.7646869983948635
434,0.7643659711075441
435,0.7597110754414125
436,0.7601926163723914
437,0.7595505617977527
438,0.7645264847512039
439,0.765008025682183
440,0.7725521669341894
441,0.7781701444622792
442,0.7762439807383626
443,0.7730337078651685
444,0.7675762439807383
445,0.7699839486356339
446,0.7744783306581058
447,0.7778491171749597
448,0.7807383627608345
449,0.7881219903691814
450,0.7939004815409311
451,0.7983948635634028
452,0.8030497592295346
453,0.808346709470305
454,0.8215088282504012
455,0.8276083467094703
456,0.8319422150882824
457,0.8369181380417334
458,0.8479935794542536
459,0.8536115569823435
460,0.8662921348314607
461,0.8704654895666132
462,0.8754414125200642
463,0.8813804173354736
464,0.8861958266452649
465,0.8868378812199036
466,0.8868378812199036
467,0.8979133226324236
468,0.8995184590690207
469,0.8999999999999998
470,0.9104333868378812
471,0.9163723916532907
472,0.9264847512038522
473,0.9375601926163722
474,0.9423756019261638
475,0.9436597110754416
476,0.9438202247191013
477,0.9438202247191013
478,0.9438202247191013
479,0.9457463884430177
480,0.9532905296950241
481,0.9598715890850723
482,0.9560192616372393
483,0.955056179775281
484,0.9547351524879614
485,0.949438202247191
486,0.9526484751203853
487,0.9536115569823435
488,0.9518459069020868
489,0.9486356340288925
490,0.9417335473515249
491,0.9337078651685394
492,0.921669341894061
493,0.9078651685393258
494,0.8988764044943819
495,0.8935794542536113
496,0.885553772070626
497,0.8759229534510433
498,0.8685393258426967
499,0.8362760834670947
500,0.8288924558587478
501,0.8322632423756018
502,0.8218298555377206
503,0.8101123595505617
504,0.7966292134831462
505,0.7991974317817016
506,0.8086677367576244
507,0.8260032102728732
508,0.8287319422150882
509,0.8113964686998395
510,0.7831460674157302
511,0.7797752808988764
512,0.7855537720706263
513,0.7950240770465491
514,0.7905296950240771
